idno,Event,Site,Date,Round,WhitePlayer,BlackPlayer,Result,WhiteELO,BlackELO,ECO,WhiteRooks7th,BlackRooks7th,Caro,Slav
60273486, Stockholm sim, Stockholm, 1914.??.??, ?, Schultz E., Alekhine Alexander, -1, ?, ?, B77, 0, 0, 0, 0, 
86336839, Stockholm sim, Stockholm, 1914.??.??, ?, Alekhine Alexander, NN, 1, ?, ?, A03, 0, 0, 0, 0, 
51940976, Stockholm sim, Stockholm, 1914.??.??, ?, Alekhine Alexander, Malmgren, -1, ?, ?, D03, 0, 0, 0, 0, 
95615420, Moscow, Moscow, 1915.??.??, ?, Grigoriev Nikolay Dmitrievich, Alekhine Alexander, -1, ?, ?, C12, 0, 0, 0, 0, 
74119352, Moscow, Moscow, 1915.??.??, ?, Levashov E., Alekhine Alexander, 0, ?, ?, C12, 0, 0, 0, 0, 
6217276, Moscow, Moscow, 1915.??.??, ?, Alekhine Alexander, Zubarev Nikolay, 1, ?, ?, E32, 0, 0, 0, 0, 
89662460, Moscow, Moscow, 1915.??.??, ?, Tselikov Nikolay, Alekhine Alexander, -1, ?, ?, A46, 0, 0, 0, 0, 
50459531, Moscow, Moscow, 1915.??.??, 1, Rabinovich Ilya Leontievich, Alekhine Alexander, -1, ?, ?, C44, 0, 0, 0, 0, 
64669708, Moscow, Moscow, 1915.??.??, 2, Alekhine Alexander, Tselikov Nikolay, 1, ?, ?, C68, 0, 0, 0, 0, 
92255146, Moscow, Moscow, 1915.??.??, 3, Nazarovsky SV., Alekhine Alexander, -1, ?, ?, C50, 0, 0, 0, 0, 
90477699, Moscow, Moscow, 1915.??.??, 4, Nenarokov Vladimir Ivanovich, Alekhine Alexander, -1, ?, ?, E13, 0, 0, 0, 0, 
17791350, Moscow, Moscow, 1915.??.??, 5, Alekhine Alexander, Iordansky PK., 0, ?, ?, D32, 0, 0, 0, 0, 
41162552, Odessa sim, Odessa, 1916.??.??, ?, Alekhine Alexander, Gruenberg, 1, ?, ?, C30, 0, 0, 0, 0, 
59666758, Odessa sim, Odessa, 1916.??.??, ?, Alekhine Alexander, NN, 1, ?, ?, C21, 0, 0, 0, 0, 
98637375, Odessa sim, Odessa, 1916.??.??, ?, Alekhine Alexander, Vajnstejn S., 1, ?, ?, D53, 0, 0, 0, 0, 
87962697, Odessa sim, Odessa, 1916.??.??, ?, Alekhine Alexander, Velikanov, 1, ?, ?, C34, 0, 0, 0, 0, 
41739699, Odessa sim, Odessa, 1916.??.??, ?, Loran/Vladimirov, Alekhine Alexander, -1, ?, ?, C45, 0, 0, 0, 0, 
62565819, Odessa sim, Odessa, 1916.??.??, ?, Verlinsky Boris, Alekhine Alexander, 0, ?, ?, C62, 0, 0, 0, 0, 
56553799, Odessa sim, Odessa, 1916.??.??, ?, Alekhine Alexander, Feldt, 1, ?, ?, C11, 0, 0, 0, 0, 
7056363, Odessa sim, Odessa, 1916.??.??, ?, Verlinsky Boris, Alekhine Alexander, 1, ?, ?, C45, 0, 0, 0, 0, 
22060255, Moscow m, Moscow, 1918.??.??, ?, Alekhine Alexander, Rabinovich Abram, 1, ?, ?, C31, 0, 0, 0, 0, 
69326006, Moscow m, Moscow, 1918.??.??, ?, Rabinovich Abram, Alekhine Alexander, 0, ?, ?, C83, 0, 0, 0, 0, 
78501608, Moscow m, Moscow, 1918.??.??, ?, Rabinovich Abram, Alekhine Alexander, -1, ?, ?, C62, 0, 0, 0, 0, 
21115243, Moscow m, Moscow, 1918.??.??, ?, Alekhine Alexander, Rabinovich Abram, 1, ?, ?, C42, 0, 0, 0, 0, 
82511868, Odessa m, Odessa, 1918.??.??, ?, Alekhine Alexander, Verlinsky Boris, 1, ?, ?, C44, 0, 0, 0, 0, 
87716162, Odessa m, Odessa, 1918.??.??, ?, Alekhine Alexander, Verlinsky Boris, 1, ?, ?, C68, 0, 0, 0, 0, 
62235504, Odessa m, Odessa, 1918.??.??, ?, Alekhine Alexander, Verlinsky Boris, 1, ?, ?, D02, 0, 0, 0, 1, 
93428378, Odessa m, Odessa, 1918.??.??, ?, Alekhine Alexander, Verlinsky Boris, 1, ?, ?, B45, 0, 0, 0, 0, 
26420070, Odessa m, Odessa, 1918.??.??, ?, Verlinsky Boris, Alekhine Alexander, -1, ?, ?, C38, 0, 0, 0, 0, 
85570903, Odessa m, Odessa, 1918.??.??, ?, Verlinsky Boris, Alekhine Alexander, -1, ?, ?, B12, 0, 0, 0, 0, 
73921539, Moscow, Moscow, 1919.??.??, ?, Alekhine Alexander, Grigoriev Nikolay Dmitrievich, 1, ?, ?, C65, 0, 0, 0, 0, 
9753519, Moscow, Moscow, 1919.??.??, ?, Grigoriev Nikolay Dmitrievich, Alekhine Alexander, -1, ?, ?, C67, 0, 0, 0, 0, 
8986642, Moscow, Moscow, 1919.??.??, ?, Lubimov, Alekhine Alexander, -1, ?, ?, C41, 0, 0, 0, 0, 
43806625, Moscow, Moscow, 1919.??.??, ?, Zubarev Nikolay, Alekhine Alexander, -1, ?, ?, D00, 0, 0, 0, 0, 
84607433, Moscow, Moscow, 1919.??.??, ?, Alekhine Alexander, Isakov Dmitrij, 1, ?, ?, C21, 0, 0, 0, 0, 
84987075, Moscow, Moscow, 1919.??.??, ?, Alekhine Alexander, Grigoriev Nikolay Dmitrievich, 1, ?, ?, C61, 0, 0, 0, 0, 
15083318, URS-ch01, Moscow, 1920.??.??, 1, Grigoriev Nikolay Dmitrievich, Alekhine Alexander, -1, ?, ?, C60, 0, 0, 0, 0, 
64064732, URS-ch01, Moscow, 1920.??.??, 5, Pavlov Pianov Nikolay, Alekhine Alexander, -1, ?, ?, C01, 0, 0, 0, 0, 
19289363, URS-ch01, Moscow, 1920.??.??, 6, Alekhine Alexander, Levenfish Grigory, 0, ?, ?, D40, 0, 0, 0, 0, 
2948915, URS-ch01, Moscow, 1920.??.??, 7, Ilyin Zhenevsky Alexander, Alekhine Alexander, 0, ?, ?, C77, 0, 0, 0, 0, 
99559737, URS-ch01, Moscow, 1920.??.??, 12, Romanovsky Peter Arsenievich, Alekhine Alexander, 0, ?, ?, C48, 0, 0, 0, 0, 
55938386, URS-ch01, Moscow, 1920.??.??, 13, Rabinovich Ilya Leontievich, Alekhine Alexander, -1, ?, ?, E43, 0, 0, 0, 0, 
67891016, URS-ch01, Moscow, 1920.??.??, 15, Daniuszewski Dawid, Alekhine Alexander, 0, ?, ?, B40, 0, 0, 0, 0, 
95617416, Berlin m, Berlin, 1921.??.??, 1, Teichmann Richard, Alekhine Alexander, 0, ?, ?, A47, 0, 0, 0, 0, 
26787463, Berlin m2, Berlin, 1921.??.??, 1, Alekhine Alexander, Saemisch Fritz, 1, ?, ?, E67, 0, 0, 0, 0, 
61693524, Berlin m, Berlin, 1921.??.??, 2, Alekhine Alexander, Teichmann Richard, 1, ?, ?, C30, 0, 0, 0, 0, 
6884768, Berlin m2, Berlin, 1921.??.??, 2, Saemisch Fritz, Alekhine Alexander, -1, ?, ?, D94, 0, 0, 0, 0, 
18679154, Berlin m, Berlin, 1921.??.??, 3, Teichmann Richard, Alekhine Alexander, 0, ?, ?, A50, 0, 0, 0, 0, 
28177541, Berlin m, Berlin, 1921.??.??, 4, Alekhine Alexander, Teichmann Richard, 1, ?, ?, C83, 0, 0, 0, 0, 
91331020, Berlin m, Berlin, 1921.??.??, 5, Teichmann Richard, Alekhine Alexander, 1, ?, ?, A50, 0, 0, 0, 0, 
70373952, Berlin m, Berlin, 1921.??.??, 6, Alekhine Alexander, Teichmann Richard, -1, ?, ?, C68, 0, 0, 0, 0, 
46057098, Budapest, Budapest, 1921.??.??, ?, Alekhine Alexander, Tartakower Saviely, 0, ?, ?, C11, 0, 0, 0, 0, 
29379388, Budapest, Budapest, 1921.??.??, ?, Euwe Max, Alekhine Alexander, 0, ?, ?, A50, 0, 0, 0, 0, 
24394966, Budapest, Budapest, 1921.??.??, ?, Gruenfeld Ernst, Alekhine Alexander, 0, ?, ?, D61, 0, 0, 0, 0, 
74388239, Budapest, Budapest, 1921.??.??, ?, Kostic Boris, Alekhine Alexander, 0, ?, ?, A47, 0, 0, 0, 0, 
63114660, Budapest, Budapest, 1921.??.??, ?, Alekhine Alexander, Vajda Arpad, 1, ?, ?, E16, 0, 0, 0, 0, 
65719583, Budapest, Budapest, 1921.??.??, ?, Saemisch Fritz, Alekhine Alexander, 0, ?, ?, B02, 0, 0, 0, 0, 
68476218, Budapest, Budapest, 1921.??.??, ?, Alekhine Alexander, Sterk Karoly, 1, ?, ?, D45, 0, 0, 0, 0, 
15400583, Budapest, Budapest, 1921.??.??, ?, Steiner Endre, Alekhine Alexander, -1, ?, ?, B03, 0, 0, 0, 0, 
71682289, Budapest, Budapest, 1921.??.??, ?, Alekhine Alexander, Schweiger J., 1, ?, ?, D37, 0, 0, 0, 0, 
18354423, Budapest, Budapest, 1921.??.??, ?, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, E11, 0, 0, 0, 0, 
72360776, Budapest, Budapest, 1921.??.??, ?, Alekhine Alexander, Balla Zoltan, 1, ?, ?, D02, 0, 0, 0, 0, 
88037077, Hague sim, Hague, 1921.??.??, ?, Alekhine Alexander, Hartingsvelt HV., -1, ?, ?, A47, 0, 0, 0, 0, 
54690267, Hague sim, Hague, 1921.??.??, ?, Alekhine Alexander, Van Linschoten H., 1, ?, ?, C50, 0, 0, 0, 0, 
87463888, Hague sim, Hague, 1921.??.??, ?, Alekhine Alexander, Resser G., 1, ?, ?, C29, 0, 0, 0, 0, 
53949343, Hague sim, Hague, 1921.??.??, ?, Alekhine Alexander, Kolste JW., 1, ?, ?, A53, 0, 0, 0, 0, 
57990467, Hague sim, Hague, 1921.??.??, ?, Alekhine Alexander, Resser G., 1, ?, ?, C77, 0, 0, 0, 0, 
83239230, The Hague, The Hague, 1921.??.??, 1, Alekhine Alexander, Davidson Jacques, 1, ?, ?, D53, 0, 0, 0, 0, 
76000605, The Hague, The Hague, 1921.??.??, 2, Marco Georg, Alekhine Alexander, -1, ?, ?, C70, 0, 0, 0, 0, 
49751590, The Hague, The Hague, 1921.??.??, 3, Alekhine Alexander, Kostic Boris, 0, ?, ?, D37, 0, 0, 0, 0, 
63462850, The Hague, The Hague, 1921.??.??, 4, Maroczy Geza, Alekhine Alexander, -1, ?, ?, D30, 0, 0, 0, 0, 
463822, The Hague, The Hague, 1921.??.??, 5, Alekhine Alexander, Tartakower Saviely, 0, ?, ?, A90, 0, 0, 0, 0, 
22841578, The Hague, The Hague, 1921.??.??, 6, Mieses Jacques, Alekhine Alexander, -1, ?, ?, C21, 0, 0, 0, 0, 
25426383, The Hague, The Hague, 1921.??.??, 7, Alekhine Alexander, Euwe Max, 1, ?, ?, D40, 0, 0, 0, 0, 
22376953, The Hague, The Hague, 1921.??.??, 8, Yates Frederick, Alekhine Alexander, -1, ?, ?, B40, 0, 0, 0, 0, 
61358081, The Hague, The Hague, 1921.??.??, 9, Alekhine Alexander, Rubinstein Akiba, 1, ?, ?, D30, 0, 0, 0, 0, 
19744655, Triberg, Triberg, 1921.??.??, ?, Brinckmann Alfred, Alekhine Alexander, -1, ?, ?, A05, 0, 0, 0, 0, 
7831177, Triberg, Triberg, 1921.??.??, ?, Selezniev Alexey Sergeevich, Alekhine Alexander, -1, ?, ?, A05, 0, 0, 0, 0, 
74733035, Triberg, Triberg, 1921.??.??, 2, Alekhine Alexander, Saemisch Fritz, 0, ?, ?, E20, 0, 0, 0, 0, 
50694140, Triberg, Triberg, 1921.??.??, 6, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, E15, 0, 0, 0, 0, 
65937105, Zurich sim, Zurich, 1921.??.??, ?, Donegan Alfred, Alekhine Alexander, -1, ?, ?, B02, 0, 0, 0, 0, 
26712758, Zurich sim, Zurich, 1921.??.??, ?, Naegeli Oskar, Alekhine Alexander, 0, ?, ?, C79, 0, 0, 0, 0, 
54845498, Zurich sim, Zurich, 1921.??.??, ?, Alekhine Alexander, Sika T., -1, ?, ?, C80, 0, 0, 0, 0, 
7371289, Bad Pistyan, Bad Pistyan, 1922.??.??, 1, Tarrasch Siegbert, Alekhine Alexander, -1, ?, ?, E10, 0, 0, 0, 0, 
28467430, Bad Pistyan, Bad Pistyan, 1922.??.??, 2, Alekhine Alexander, Selezniev Alexey Sergeevich, 1, ?, ?, D67, 0, 0, 0, 0, 
94152169, Bad Pistyan, Bad Pistyan, 1922.??.??, 3, Opocensky Karel, Alekhine Alexander, -1, ?, ?, B40, 0, 0, 0, 0, 
71369947, Bad Pistyan, Bad Pistyan, 1922.??.??, 4, Alekhine Alexander, Tartakower Saviely, -1, ?, ?, D13, 0, 0, 0, 0, 
55486871, Bad Pistyan, Bad Pistyan, 1922.??.??, 5, Johner Paul F, Alekhine Alexander, -1, ?, ?, A32, 0, 0, 0, 0, 
33186975, Bad Pistyan, Bad Pistyan, 1922.??.??, 7, Alekhine Alexander, Wolf Heinrich, 1, ?, ?, D06, 0, 0, 0, 0, 
72485696, Bad Pistyan, Bad Pistyan, 1922.??.??, 8, Treybal Karel, Alekhine Alexander, -1, ?, ?, C84, 0, 0, 0, 0, 
68763276, Bad Pistyan, Bad Pistyan, 1922.??.??, 9, Alekhine Alexander, Prokes Ladislav, 1, ?, ?, D60, 0, 0, 0, 0, 
25406641, Bad Pistyan, Bad Pistyan, 1922.??.??, 10, Euwe Max, Alekhine Alexander, 0, ?, ?, B40, 0, 0, 0, 0, 
63987002, Bad Pistyan, Bad Pistyan, 1922.??.??, 11, Alekhine Alexander, Balla Zoltan, 0, ?, ?, A25, 0, 0, 0, 0, 
47824020, Bad Pistyan, Bad Pistyan, 1922.??.??, 12, Marco Georg, Alekhine Alexander, -1, ?, ?, C84, 0, 0, 0, 0, 
94080549, Bad Pistyan, Bad Pistyan, 1922.??.??, 13, Alekhine Alexander, Hromadka Karel, 1, ?, ?, D15, 0, 0, 0, 0, 
55718753, Bad Pistyan, Bad Pistyan, 1922.??.??, 14, Gruenfeld Ernst, Alekhine Alexander, -1, ?, ?, D40, 0, 0, 0, 0, 
73888395, Bad Pistyan, Bad Pistyan, 1922.??.??, 15, Alekhine Alexander, Bogoljubow Efim, 0, ?, ?, C84, 0, 0, 0, 0, 
25141598, Bad Pistyan, Bad Pistyan, 1922.??.??, 16, Przepiorka Dawid, Alekhine Alexander, -1, ?, ?, E12, 0, 0, 0, 0, 
83000888, Bad Pistyan, Bad Pistyan, 1922.??.??, 17, Alekhine Alexander, Spielmann Rudolf, 0, ?, ?, C01, 0, 0, 0, 0, 
44975492, Bad Pistyan, Bad Pistyan, 1922.??.??, 18, Saemisch Fritz, Alekhine Alexander, -1, ?, ?, A84, 0, 0, 0, 0, 
85517586, Bad Pistyan, Bad Pistyan, 1922.??.??, 19, Alekhine Alexander, Reti Richard, 0, ?, ?, E67, 0, 0, 0, 0, 
21607613, Bern sim, Bern, 1922.??.??, ?, Alekhine Alexander, Blum M., 1, ?, ?, D06, 0, 0, 0, 0, 
39825311, Bern sim, Bern, 1922.??.??, ?, Alekhine Alexander, Gygli Fritz, -1, ?, ?, E17, 0, 0, 0, 0, 
75658299, Bern sim, Bern, 1922.??.??, ?, Kons, Alekhine Alexander, -1, ?, ?, B40, 0, 0, 0, 0, 
85318805, Bern sim, Bern, 1922.??.??, ?, Alekhine Alexander, Fuss L., 1, ?, ?, D32, 0, 0, 1, 0, 
98491791, Bern sim, Bern, 1922.??.??, ?, Alekhine Alexander, Ledr, 1, ?, ?, C27, 0, 0, 0, 0, 
11042765, Bern sim, Bern, 1922.??.??, ?, Alekhine Alexander, Lifschitz V., 0, ?, ?, A40, 0, 0, 0, 0, 
31569688, Bern sim, Bern, 1922.??.??, ?, Fleissig P., Alekhine Alexander, -1, ?, ?, C45, 0, 0, 0, 0, 
91348756, Bern sim, Bern, 1922.??.??, ?, Alekhine Alexander, Michel A., 1, ?, ?, C50, 0, 0, 0, 0, 
44992961, ESP tour sim, ESP, 1922.??.??, ?, Torres Antonio J, Alekhine Alexander, -1, ?, ?, C73, 0, 0, 0, 0, 
92763079, ESP tour sim, ESP, 1922.??.??, ?, Alekhine Alexander, NN, 1, ?, ?, C29, 0, 0, 0, 0, 
65351124, ESP tour sim, ESP, 1922.??.??, ?, Puntas, Alekhine Alexander, -1, ?, ?, C53, 0, 0, 0, 0, 
33197280, ESP tour sim, ESP, 1922.??.??, ?, Ardid R., Alekhine Alexander, -1, ?, ?, D93, 0, 0, 0, 0, 
12061970, ESP tour sim, ESP, 1922.??.??, ?, Alekhine Alexander, Villegas F., -1, ?, ?, C34, 0, 0, 0, 0, 
53223103, ESP tour sim, ESP, 1922.??.??, ?, Alekhine Alexander, Marin y Llovet Valentin, 0, ?, ?, C77, 0, 0, 0, 0, 
76867529, ESP tour sim, ESP, 1922.??.??, ?, Puig, Alekhine Alexander, -1, ?, ?, C79, 0, 0, 0, 0, 
85715498, ESP tour sim, ESP, 1922.??.??, ?, Juncosa J., Alekhine Alexander, 1, ?, ?, A45, 0, 0, 0, 0, 
39367355, ESP tour sim, ESP, 1922.??.??, ?, Alekhine Alexander, Golmayo M., 1, ?, ?, A54, 0, 0, 0, 0, 
30739637, ESP tour sim, ESP, 1922.??.??, ?, Golmayo M., Alekhine Alexander, 0, ?, ?, D01, 0, 0, 0, 0, 
49028420, ESP tour sim, ESP, 1922.??.??, ?, Alekhine Alexander, De Pedro, 1, ?, ?, D61, 0, 0, 0, 0, 
84446672, ESP tour sim, ESP, 1922.??.??, ?, Alekhine Alexander, Marin y Llovet Valentin, -1, ?, ?, D15, 0, 0, 0, 0, 
58388859, Hastings Six-Masters, Hastings, 1922.??.??, ?, Alekhine Alexander, Thomas George Alan, 1, ?, ?, D64, 0, 0, 0, 0, 
60283640, Hastings Six-Masters, Hastings, 1922.??.??, ?, Rubinstein Akiba, Alekhine Alexander, -1, ?, ?, D64, 0, 0, 0, 0, 
62805272, Hastings Six-Masters, Hastings, 1922.??.??, ?, Alekhine Alexander, Yates Frederick, -1, ?, ?, D30, 0, 0, 0, 0, 
33131295, Hastings Six-Masters, Hastings, 1922.??.??, ?, Thomas George Alan, Alekhine Alexander, -1, ?, ?, C84, 0, 0, 0, 0, 
46301697, Hastings Six-Masters, Hastings, 1922.??.??, ?, Yates Frederick, Alekhine Alexander, 0, ?, ?, C78, 0, 0, 0, 0, 
81093354, Hastings Six-Masters, Hastings, 1922.??.??, ?, Alekhine Alexander, Tarrasch Siegbert, 1, ?, ?, D15, 0, 0, 0, 0, 
36313261, Hastings Six-Masters, Hastings, 1922.??.??, ?, Alekhine Alexander, Rubinstein Akiba, 0, ?, ?, D32, 0, 0, 0, 0, 
65037848, Hastings Six-Masters, Hastings, 1922.??.??, ?, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, D63, 0, 0, 0, 0, 
9994248, Hastings, Hastings, 1922.??.??, ?, Bogoljubow Efim, Alekhine Alexander, -1, ?, ?, A90, 0, 0, 0, 0, 
38413993, Hastings Six-Masters, Hastings, 1922.??.??, ?, Tarrasch Siegbert, Alekhine Alexander, 0, ?, ?, C48, 0, 0, 0, 0, 
75224438, London, London, 1922.??.??, 1, Alekhine Alexander, Marotti Davide, 1, ?, ?, D85, 0, 0, 0, 0, 
56379406, London, London, 1922.??.??, 2, Watson Charles Gilbert, Alekhine Alexander, -1, ?, ?, A47, 0, 0, 0, 0, 
89236792, London, London, 1922.??.??, 3, Znosko Borovsky Eugene , Alekhine Alexander, -1, ?, ?, C46, 0, 0, 0, 0, 
42208466, London, London, 1922.??.??, 4, Alekhine Alexander, Euwe Max, 1, ?, ?, A48, 0, 0, 0, 0, 
96228421, London, London, 1922.??.??, 5, Atkins Henry Ernst, Alekhine Alexander, -1, ?, ?, E21, 0, 0, 0, 0, 
63321177, London, London, 1922.??.??, 6, Wahltuch Victor L, Alekhine Alexander, 0, ?, ?, A46, 0, 0, 0, 1, 
96421677, London, London, 1922.??.??, 7, Alekhine Alexander, Vidmar Milan Sr, 0, ?, ?, D32, 0, 0, 0, 0, 
86088696, London, London, 1922.??.??, 8, Bogoljubow Efim, Alekhine Alexander, 0, ?, ?, D18, 0, 0, 0, 0, 
3358465, London, London, 1922.??.??, 9, Alekhine Alexander, Capablanca Jose Raul, 0, ?, ?, D64, 0, 0, 0, 0, 
63129817, London, London, 1922.??.??, 10, Alekhine Alexander, Yates Frederick, 1, ?, ?, D64, 0, 0, 1, 0, 
13296913, London, London, 1922.??.??, 11, Morrison John Stuart, Alekhine Alexander, -1, ?, ?, D30, 0, 0, 0, 0, 
20905515, London, London, 1922.??.??, 12, Rubinstein Akiba, Alekhine Alexander, -1, ?, ?, D18, 0, 0, 0, 0, 
9962378, London, London, 1922.??.??, 13, Alekhine Alexander, Reti Richard, 0, ?, ?, E90, 0, 0, 0, 0, 
49911328, London, London, 1922.??.??, 14, Alekhine Alexander, Maroczy Geza, 0, ?, ?, D55, 0, 0, 0, 0, 
26879567, London, London, 1922.??.??, 15, Alekhine Alexander, Tartakower Saviely, 0, ?, ?, A81, 0, 0, 0, 0, 
28107828, Vienna, Vienna, 1922.??.??, ?, Alekhine Alexander, Koenig Imre, 1, ?, ?, A50, 0, 0, 0, 0, 
33977153, Vienna, Vienna, 1922.??.??, ?, Alekhine Alexander, Saemisch Fritz, 1, ?, ?, B37, 0, 0, 0, 0, 
36750384, Vienna, Vienna, 1922.??.??, ?, Alekhine Alexander, Wolf Heinrich, -1, ?, ?, D51, 0, 0, 0, 0, 
51921774, Vienna, Vienna, 1922.??.??, ?, Alekhine Alexander, Reti Richard, 0, ?, ?, C77, 0, 0, 0, 0, 
87290944, Vienna, Vienna, 1922.??.??, ?, Alekhine Alexander, Gruenfeld Ernst, -1, ?, ?, D91, 0, 0, 0, 0, 
80465754, Vienna, Vienna, 1922.??.??, ?, Alekhine Alexander, Tarrasch Siegbert, 1, ?, ?, A26, 0, 0, 0, 0, 
64172006, Vienna, Vienna, 1922.??.??, ?, Bogoljubow Efim, Alekhine Alexander, 0, ?, ?, C77, 0, 0, 0, 0, 
48328568, Vienna, Vienna, 1922.??.??, ?, Kmoch Hans, Alekhine Alexander, -1, ?, ?, D12, 0, 0, 0, 0, 
57271854, Vienna, Vienna, 1922.??.??, ?, Rubinstein Akiba, Alekhine Alexander, 1, ?, ?, D94, 0, 0, 0, 0, 
23984971, Vienna, Vienna, 1922.??.??, ?, Takacs Sandor, Alekhine Alexander, -1, ?, ?, C78, 0, 0, 0, 0, 
65176411, Vienna, Vienna, 1922.??.??, ?, Vukovic Vladimir, Alekhine Alexander, 0, ?, ?, E10, 0, 0, 0, 0, 
36649047, Vienna, Vienna, 1922.??.??, ?, Maroczy Geza, Alekhine Alexander, 0, ?, ?, C01, 0, 0, 0, 0, 
70783390, Vienna, Vienna, 1922.??.??, ?, Alekhine Alexander, Tartakower Saviely, 1, ?, ?, C11, 0, 0, 0, 0, 
64706587, Vienna, Vienna, 1922.??.??, ?, Spielmann Rudolf, Alekhine Alexander, -1, ?, ?, A00, 0, 0, 0, 0, 
42338194, Berlin, Berlin, 1923.??.??, ?, Alekhine Alexander, Saemisch Fritz, 1, ?, ?, B40, 0, 0, 0, 0, 
42230643, Boston sim, Boston, 1923.??.??, ?, Alekhine Alexander, Stone D., 1, ?, ?, C10, 0, 0, 0, 0, 
56171362, Boston sim, Boston, 1923.??.??, ?, Alekhine Alexander, Mott Smith KO., -1, ?, ?, E43, 0, 0, 0, 0, 
47315098, Boston sim, Boston, 1923.??.??, ?, Alekhine Alexander, Menzel, 1, ?, ?, D45, 0, 0, 0, 0, 
30680283, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Reilly Brian Patrick, 1, ?, ?, D64, 0, 0, 0, 0, 
73417621, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Mouterde A., 1, ?, ?, B07, 0, 0, 0, 0, 
64091892, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Amar Ed, 0, ?, ?, C50, 0, 0, 0, 0, 
16466231, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Blanco Jorge, 1, ?, ?, D06, 0, 0, 0, 0, 
88188051, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Amar C., 1, ?, ?, C74, 0, 0, 0, 0, 
7628710, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Darru R., 1, ?, ?, C30, 0, 0, 0, 0, 
1369923, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Fainstein I., 1, ?, ?, D02, 0, 0, 0, 0, 
42045474, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Freedmann D., 0, ?, ?, C54, 0, 0, 0, 0, 
13018273, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Girard Claude, 1, ?, ?, D37, 0, 0, 0, 0, 
70908498, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Vitta E., 1, ?, ?, B13, 0, 0, 0, 0, 
92919079, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Schwartz L., 1, ?, ?, C30, 0, 0, 0, 0, 
29626063, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Scalom A., 1, ?, ?, C54, 0, 0, 0, 0, 
98251376, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Herzfeld M., 1, ?, ?, C62, 0, 0, 0, 0, 
83582062, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Lipschutz C., 1, ?, ?, D00, 0, 0, 0, 0, 
26847367, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Lancel E., 1, ?, ?, D61, 0, 0, 0, 0, 
98896136, FRA tour sim, France, 1923.??.??, ?, Alekhine Alexander, Lancel E., 1, ?, ?, D37, 0, 0, 0, 0, 
53951159, GB tour sim, Great Britain, 1923.??.??, ?, Jones Leif, Alekhine Alexander, 1, ?, ?, B04, 0, 0, 0, 0, 
16452291, GB tour sim, Great Britain, 1923.??.??, ?, Alekhine Alexander, Fardon EI., 1, ?, ?, A84, 0, 0, 0, 0, 
16042021, GB tour sim, Great Britain, 1923.??.??, ?, Alekhine Alexander, Forrester, 1, ?, ?, C77, 0, 0, 0, 0, 
28008391, GB tour sim, Great Britain, 1923.??.??, ?, Alekhine Alexander, Owen AH., 1, ?, ?, D15, 0, 0, 0, 0, 
16466472, GB tour sim, Great Britain, 1923.??.??, ?, Alekhine Alexander, Green E., 0, ?, ?, B13, 0, 0, 0, 0, 
45785525, GB tour sim, Great Britain, 1923.??.??, ?, Alekhine Alexander, Hulberg AA., 1, ?, ?, B01, 0, 0, 0, 0, 
97374260, GB tour sim, Great Britain, 1923.??.??, ?, Alekhine Alexander, Spencer Edmund, 1, ?, ?, E61, 0, 0, 0, 0, 
46527905, GB tour sim, Great Britain, 1923.??.??, ?, Alekhine Alexander, Marshall AA., -1, ?, ?, C02, 0, 0, 0, 0, 
58279973, Karlsbad, Karlsbad, 1923.??.??, ?, Alekhine Alexander, Tartakower Saviely, 0, ?, ?, A81, 0, 0, 0, 0, 
97984804, Karlsbad, Karlsbad, 1923.??.??, ?, Saemisch Fritz, Alekhine Alexander, 0, ?, ?, D06, 0, 0, 0, 0, 
44265064, Karlsbad, Karlsbad, 1923.??.??, ?, Reti Richard, Alekhine Alexander, 0, ?, ?, A84, 0, 0, 0, 0, 
61874624, Karlsbad, Karlsbad, 1923.??.??, ?, Gruenfeld Ernst, Alekhine Alexander, -1, ?, ?, D64, 0, 0, 0, 0, 
52663211, Karlsbad, Karlsbad, 1923.??.??, ?, Bogoljubow Efim, Alekhine Alexander, -1, ?, ?, B02, 0, 0, 0, 0, 
78957707, Karlsbad, Karlsbad, 1923.??.??, ?, Bernstein Jacob, Alekhine Alexander, -1, ?, ?, D71, 0, 0, 0, 0, 
